45411;China-HongKong Telecom Ltd (CHKTL)
45401;Citic Telecom Ltd.
45402;CSL Ltd.
45400;CSL Ltd.
45418;CSL Ltd.
45410;CSL/New World PCS Ltd.
45431;CTExcel
45405;H3G/Hutchinson
45404;H3G/Hutchinson
45403;H3G/Hutchinson
45414;H3G/Hutchinson
45419;HKT/PCCW
45420;HKT/PCCW
45429;HKT/PCCW
45416;HKT/PCCW
45447;shared by private TETRA systems
45424;Multibyte Info Technology Ltd
45440;shared by private TETRA systems
45408;Truephone
45406;Vodafone/SmarTone
45417;Vodafone/SmarTone
45415;Vodafone/SmarTone
21603;DIGI
216999;Fix line
21601;Pannon/Telenor
21630;T-mobile/Magyar
21671;UPC Magyarorszag Kft.
21670;Vodafone
27409;Amitelo
27407;IceCell
27411;NOVA
27408;Siminn hf.
27401;Siminn hf.
27431;Siminn hf.
27416;Tismi BV
27404;IMC Island ehf.
27403;Syn hf. / Vodafone
27402;Syn hf. / Vodafone
27412;Syn hf. / Vodafone
27405;Syn hf. / Vodafone
40428;Aircel
40425;Aircel
40417;Aircel
40442;Aircel
40433;Aircel
40429;Aircel
40415;Aircel Digilink India
40460;Aircel Digilink India
40401;Aircel Digilink India
40553;AirTel
40486;Barakhamba Sales & Serv.
40413;Barakhamba Sales & Serv.
40464;BSNL
40454;BSNL
40471;BSNL
40476;BSNL
40462;BSNL
40453;BSNL
40459;BSNL
40475;BSNL
40451;BSNL
40458;BSNL
40481;BSNL
40474;BSNL
40438;BSNL
40457;BSNL
40480;BSNL
40473;BSNL
40434;BSNL
40466;BSNL
40455;BSNL
40472;BSNL
40477;BSNL
40410;Bharti Airtel Limited (Delhi)
40445;Bharti Airtel Limited (Karnataka) (India)
40479;CellOne A&N
40489;Escorts Telecom Ltd.
40488;Escorts Telecom Ltd.
40487;Escorts Telecom Ltd.
40482;Escorts Telecom Ltd.
40412;Escotel Mobile Communications
40419;Escotel Mobile Communications
40456;Escotel Mobile Communications
40505;Fascel Limited
40405;Fascel
404998;Fix Line
40470;Hexacom India
40416;Hexcom India
40424;Idea Cellular Ltd.
40422;Idea Cellular Ltd.
40478;Idea Cellular Ltd.
40407;Idea Cellular Ltd.
40404;Idea Cellular Ltd.
40469;Mahanagar Telephone Nigam
40468;Mahanagar Telephone Nigam
40483;Reliable Internet Services
40436;Reliance Telecom Private
40452;Reliance Telecom Private
40450;Reliance Telecom Private
40467;Reliance Telecom Private
40418;Reliance Telecom Private
40485;Reliance Telecom Private
40409;Reliance Telecom Private
40587;Reliance Telecom Private
40441;RPG Cellular
40414;Spice
40444;Spice
40411;Sterling Cellular Ltd.
40534;TATA / Karnataka
40430;Usha Martin Telecom
404999;Various Networks
40427;Unknown
40443;Vodafone/Essar/Hutch
40420;Unknown
51008;Axis/Natrindo
51099;Esia (PT Bakrie Telecom) (CDMA)
510999;Fix Line
51007;Flexi (PT Telkom) (CDMA)
51089;H3G CP
51021;Indosat/Satelindo/M3
51001;Indosat/Satelindo/M3
51000;PT Pasifik Satelit Nusantara (PSN)
51027;PT Sampoerna Telekomunikasi Indonesia (STI)
51009;PT Smartfren Telecom Tbk
51028;PT Smartfren Telecom Tbk
51011;PT. Excelcom
51007;Telkomsel
51010;Telkomsel
90113;Antarctica
432999;Fix Line
43219;Mobile Telecommunications Company of Esfahan JV-PJS (MTCE)
43270;MTCE
43235;MTN/IranCell
43220;Rightel
43232;Taliya
43211;MCI/TCI
43214;TKC/KFZO
41805;Asia Cell
41866;Fastlink
41892;Itisaluna and Kalemat
41882;Korek
41840;Korek
41845;Mobitel
41830;Orascom Telecom
41808;Sanatel
41820;Zain
41830;Zain
27204;Access Telecom Ltd.
27208;Meteor
27207;Meteor
27203;Meteor
27213;Lycamobile
27211;Tesco Mobile
27217;Three
27205;Three
27202;Three
27215;Virgin Media
27201;Vodafone
42514;Alon Cellular Ltd
42502;Cellcom ltd.
42508;Golan Telekom
42515;Home Cellular Ltd
42577;Hot Mobile/Mirs
42507;Hot Mobile/Mirs
42509;We4G/Marathon 018
42501;Orange/Partner Co. Ltd.
42512;Pelephone
42503;Pelephone
42516;Rami Levy Hashikma Marketing Communications Ltd
42519;Telzar/AZI
22240;Agile Telecom SpA
22234;BT Italia SpA
22253;COOP Italia Sociedad Cooperativa
22236;Digi Italy Srl
22236;Digi Italy Srl
22202;Elsacom
22242;Enel SpA
22208;Fastweb SpA
222999;Fix Line
22299;Wind Tre SpA / Hi3G
22250;Iliad Italia SpA
22277;IPSE 2000
22239;LINK Mobility Italia Srl
22235;Lycamobile Srl
22207;Noverca Italia Srl
22254;Plintron SpA
22233;Poste Mobile SpA
22200;Premium Numbers
22258;R&D Communication Srl / RdCom
22230;Rete Ferroviaria Italiana SpA / RFI
22256;spusu Italia Srl
22201;TIM
22248;Telecom Italia Mobile SpA
22243;Telecom Italia Mobile SpA
22244;Mundio Srl
22251;Vei Srl
22249;Vianova SpA
22210;Vodafone
22206;Vodafone
22206;Vodafone
22200;VOIP Line
22244;Mundio Srl
22288;Wind Tre SpA / WIND
22237;Wind Tre SpA / Hi3G
61207;Aircomm SA
61204;Comium
61201;Comstar
61202;Moov
61205;MTN
61203;Orange
61206;OriCell
338110;Cable & Wireless
33820;Cable & Wireless
338180;Cable & Wireless
33850;DIGICEL/Mossel
44000;Y-Mobile
44079;KDDI Corporation
44054;KDDI Corporation
44073;KDDI Corporation
44070;KDDI Corporation
44007;KDDI Corporation
44055;KDDI Corporation
44088;KDDI Corporation
44074;KDDI Corporation
44050;KDDI Corporation
44070;KDDI Corporation
44089;KDDI Corporation
44075;KDDI Corporation
44051;KDDI Corporation
44056;KDDI Corporation
